[DEBUG] 2020-10-04 13:12:44.933 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-10-04 13:12:44.955 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-10-04 13:12:44.978 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-10-04 13:12:45.346 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-10-04 13:12:45.359 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-10-04 13:12:46.196 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-10-04 13:12:46.198 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-10-04 13:12:46.208 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-10-04 13:12:46.821 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-10-04 13:12:46.877 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-10-04 13:12:46.883 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2020-10-04 13:12:46.924 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2020-10-04 13:12:46.997 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@2a03d65c
[DEBUG] 2020-10-04 13:12:46.999 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@2a03d65c
[DEBUG] 2020-10-04 13:12:46.999 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@2a03d65c
[DEBUG] 2020-10-04 13:12:47.000 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@2009f9b0
[DEBUG] 2020-10-04 13:12:47.001 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@211febf3
[DEBUG] 2020-10-04 13:12:47.002 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@588307f7
[DEBUG] 2020-10-04 13:12:47.004 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@2e5ee2c9
[DEBUG] 2020-10-04 13:12:47.004 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@2e5ee2c9
[DEBUG] 2020-10-04 13:12:47.004 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@2e5ee2c9
[DEBUG] 2020-10-04 13:12:47.005 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@25a5c7db
