[DEBUG] 2020-10-04 14:26:58.692 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-10-04 14:26:58.730 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-10-04 14:26:58.759 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-10-04 14:26:59.124 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-10-04 14:26:59.143 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-10-04 14:26:59.857 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-10-04 14:26:59.858 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-10-04 14:26:59.868 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-10-04 14:27:00.484 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-10-04 14:27:00.530 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-10-04 14:27:00.537 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2020-10-04 14:27:00.582 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2020-10-04 14:27:00.657 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@2a03d65c
[DEBUG] 2020-10-04 14:27:00.659 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@2a03d65c
[DEBUG] 2020-10-04 14:27:00.659 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@2a03d65c
[DEBUG] 2020-10-04 14:27:00.660 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@2009f9b0
[DEBUG] 2020-10-04 14:27:00.662 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@211febf3
[DEBUG] 2020-10-04 14:27:00.663 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@588307f7
[DEBUG] 2020-10-04 14:27:00.665 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@2e5ee2c9
[DEBUG] 2020-10-04 14:27:00.665 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@2e5ee2c9
[DEBUG] 2020-10-04 14:27:00.665 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@2e5ee2c9
[DEBUG] 2020-10-04 14:27:00.666 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@25a5c7db
